0;0.0
1;0.023095708966121033814310247906495291621932127152051
2;0.046172867614023335192864243096033943387066108314123
3;0.069212973518108267930497348872601068994212026393200
4;0.092197619873060409647627872409439018065541673490213
5;0.11510854289223549048622128109857276671349132303596
6;0.13792766871372988290416713700341666356138966078654
7;0.16063715965299421294040287257385366292282442046163
8;0.18321945964338257908193931774721859848998098273432
9;0.20565733870917046170289387421343304741236553410044
10;0.22793393631931577436930340573684453380748385942738
11;0.25003280347456327821404973571398176484638012641151
12;0.27193794338538498733992383249265390667786600994911
13;0.29363385060368815285418215009889439246684857721098
14;0.31510554847718560800576009263276843951188505373007
15;0.33633862480178623056900742916909716316435743073656
16;0.35731926555429953996369166686545971896237127626351
17;0.37803428659512958242032593887899541131751543174423
18;0.39847116323842905329183170701797400318996274958010
19;0.41861805759536317393727500409965507879749928476235
20;0.43846384360466075647997306767236011141956127351910
21;0.45799812967347233249339981618322155418048244629837
22;0.47721127886067612259488922142809435229670372335579
23;0.49609442654413481917007764284527175942412402470703
24;0.51463949552297154237641907033478550942000739520745
25;0.53283920851566303199773431527093937195060386800653
26;0.55068709802460266427322142354105110711472096137358
27;0.56817751354772529773768642819955547787404863111699
28;0.58530562612777004271739082427374534543603950676386
29;0.60206743023974549532618306036749838157067445931420
30;0.61845974302711452077115586049317787034309975741269
